customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,lfm_cluster,low_trust_flag,dissatisfied_flag,flight_risk_flag,soft_score,log_balance,lfm_score_norm,soft_score_norm,final_churn_risk_score,risk_category
15764618,815,2,0,39,6,0.0,1,1,1,85167.88,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15730738,786,2,1,31,9,0.0,2,1,1,18210.36,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15637650,549,0,1,50,9,94748.76,2,0,1,13608.18,0,2,1,0,0,1,11.458994589959934,1.0,0.3333333333333333,0.6666666666666666,High Risk
15606267,622,0,0,38,4,98640.74,1,1,1,110457.99,0,0,0,0,0,0,11.499249777585321,0.0,0.0,0.0,Low Risk
15625904,624,0,1,26,9,74681.9,2,0,0,31231.35,0,2,0,0,0,0,11.221006429253068,1.0,0.0,0.5,Medium Risk
15654463,841,0,1,34,4,0.0,2,1,0,141582.66,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15774151,614,2,0,41,7,179915.85,1,0,0,14666.35,1,0,0,0,0,0,12.100250078698698,0.0,0.0,0.0,Low Risk
15693259,676,0,1,30,1,128207.23,1,1,1,55400.17,0,0,0,0,0,0,11.761411017976059,0.0,0.0,0.0,Low Risk
15642468,697,0,1,42,9,132739.26,2,0,0,174667.65,0,2,0,0,0,0,11.796149565414286,1.0,0.0,0.5,Medium Risk
15758531,732,0,0,40,10,0.0,2,1,0,154189.08,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15728352,623,0,1,27,4,120509.81,1,0,0,142170.44,0,0,0,0,0,0,11.699494737432754,0.0,0.0,0.0,Low Risk
15637240,541,0,1,46,4,124547.13,2,1,0,94499.06,0,2,1,0,0,1,11.732447506527032,1.0,0.3333333333333333,0.6666666666666666,High Risk
15595588,773,2,0,39,4,0.0,2,0,1,182081.45,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15778395,762,1,1,34,4,88815.56,2,1,0,68562.26,1,2,0,0,0,0,11.394328398080305,1.0,0.0,0.5,Medium Risk
15711825,655,2,0,35,1,82231.51,2,1,0,88798.02,0,2,0,1,0,1,11.317306001638697,1.0,0.3333333333333333,0.6666666666666666,High Risk
15599251,602,1,1,32,7,184715.86,2,1,0,113781.99,0,2,0,0,0,0,12.126579445183161,1.0,0.0,0.5,Medium Risk
15570004,850,0,1,31,3,0.0,2,1,0,121866.87,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15656912,649,2,1,51,4,0.0,1,1,1,150390.57,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15657342,850,1,1,28,4,147972.19,1,1,0,60708.72,1,0,0,0,0,0,11.904786387688205,0.0,0.0,0.0,Low Risk
15716284,543,0,1,43,9,0.0,2,1,1,78858.07,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15672374,672,0,1,52,8,170008.84,1,0,0,56407.42,1,0,0,0,0,0,12.043611596710221,0.0,0.0,0.0,Low Risk
15732476,600,0,0,27,3,0.0,2,0,1,125698.97,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15747724,671,2,0,34,10,0.0,1,1,0,23235.38,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15633877,706,2,0,42,8,95386.82,1,1,1,75732.25,0,0,0,0,0,0,11.465706176329517,0.0,0.0,0.0,Low Risk
15672516,541,1,1,51,7,90373.28,2,1,0,179861.79,0,2,1,0,0,1,11.41171499262435,1.0,0.3333333333333333,0.6666666666666666,High Risk
15607827,711,1,1,34,4,133467.77,2,1,1,42976.64,0,2,0,0,0,0,11.801622796871676,1.0,0.0,0.5,Medium Risk
15751336,630,2,1,30,3,0.0,2,0,1,10486.69,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15646539,531,0,1,31,3,96288.26,1,1,0,56794.73,0,0,1,0,0,1,11.475112065086925,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15756901,641,0,0,26,4,91547.84,2,0,1,28157.34,0,2,0,0,0,0,11.424627879350618,1.0,0.0,0.5,Medium Risk
15809286,631,1,1,37,8,138292.64,2,0,0,152422.91,1,2,0,0,0,0,11.8371345296106,1.0,0.0,0.5,Medium Risk
15759021,685,0,1,35,9,0.0,1,1,0,167033.83,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15725039,702,2,1,32,8,71667.74,1,1,1,126082.18,0,0,0,0,0,0,11.179809948255777,0.0,0.0,0.0,Low Risk
15579130,708,1,0,43,0,118994.84,1,1,0,181499.77,1,0,0,1,0,1,11.68684381349943,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15754112,653,2,1,55,7,0.0,2,1,1,41967.03,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15735522,654,1,1,37,2,145610.07,2,0,0,186300.59,0,2,0,1,0,1,11.888694442074351,1.0,0.3333333333333333,0.6666666666666666,High Risk
15613326,596,0,0,33,1,138162.81,1,1,0,85412.54,0,0,0,1,0,1,11.83619528916297,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15739502,549,1,0,31,9,135020.21,2,1,1,23343.18,0,2,1,0,0,1,11.81318715619102,1.0,0.3333333333333333,0.6666666666666666,High Risk
15670914,754,0,1,38,2,0.0,2,1,0,180698.32,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15604073,815,1,0,25,8,135161.67,1,1,1,136071.05,0,0,0,0,0,0,11.814234294998307,0.0,0.0,0.0,Low Risk
15806027,556,0,0,52,9,0.0,1,1,0,175149.2,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15574886,706,0,1,32,6,94486.47,1,1,1,146949.74,0,0,0,0,0,0,11.456222512098067,0.0,0.0,0.0,Low Risk
15707120,850,0,1,46,9,117640.39,1,1,0,88920.68,0,0,0,0,0,0,11.675396208307069,0.0,0.0,0.0,Low Risk
15800845,732,2,0,33,8,111379.55,1,1,1,45098.62,0,0,0,0,0,0,11.620707995181387,0.0,0.0,0.0,Low Risk
15603914,614,0,1,40,6,0.0,1,1,1,20339.79,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15722765,580,2,0,57,0,136820.99,1,0,1,108528.74,0,0,0,0,0,0,11.826436016866431,0.0,0.0,0.0,Low Risk
15783305,593,0,0,46,7,98752.51,1,1,0,145560.38,0,0,0,0,0,0,11.500382226435482,0.0,0.0,0.0,Low Risk
15574842,653,1,0,25,2,158266.42,3,1,1,199357.24,0,2,0,0,0,0,11.972041412937116,1.0,0.0,0.5,Medium Risk
15607837,746,0,0,29,4,105599.67,1,1,1,43106.17,0,0,0,0,0,0,11.567419994931141,0.0,0.0,0.0,Low Risk
15714877,662,0,0,29,10,0.0,2,1,0,137508.31,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15782941,573,0,1,31,2,0.0,2,1,1,91957.39,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15630167,684,2,0,39,4,139723.9,1,1,1,120612.11,0,0,0,0,0,0,11.847430768446106,0.0,0.0,0.0,Low Risk
15759038,793,0,0,41,3,141806.46,1,1,0,102921.17,0,0,0,0,0,0,11.862225501005229,0.0,0.0,0.0,Low Risk
15661821,798,1,0,49,5,132571.67,1,1,1,31686.33,1,0,0,0,0,0,11.794886226893318,0.0,0.0,0.0,Low Risk
15728006,524,0,1,40,2,180516.9,1,1,0,180002.42,0,0,1,1,0,2,12.103585220813224,0.0,0.6666666666666666,0.3333333333333333,Medium Risk
15712176,816,0,1,31,8,0.0,2,1,1,28407.4,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15689351,742,1,0,41,4,92805.72,1,0,1,73743.95,1,0,0,0,0,0,11.438274329945644,0.0,0.0,0.0,Low Risk
15782247,540,0,1,22,4,0.0,3,1,1,186233.26,1,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15769064,537,1,1,39,3,135309.36,1,1,0,31728.86,1,0,1,0,0,1,11.81532638181139,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15613189,774,0,0,52,2,56580.93,1,1,0,113266.28,1,0,0,1,0,1,10.943444955267076,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15661734,608,1,1,42,8,131390.75,2,1,0,71178.09,0,2,0,0,0,0,11.785938597673434,1.0,0.0,0.5,Medium Risk
15592645,704,2,1,37,4,0.0,2,0,0,25684.93,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15768387,581,0,1,41,8,0.0,2,0,0,29737.14,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15792525,628,1,0,61,1,97361.66,1,1,1,149922.38,1,0,0,0,0,0,11.48619804857003,0.0,0.0,0.0,Low Risk
15586976,566,0,0,42,6,0.0,1,1,0,180702.12,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15790659,701,2,1,59,7,0.0,2,0,1,27597.59,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15691446,735,2,1,29,10,0.0,2,1,1,95025.27,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15772632,680,0,0,34,1,0.0,2,1,0,167035.07,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15706587,560,0,1,57,0,0.0,2,0,1,116781.71,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15572461,663,1,0,29,4,102714.65,2,0,0,21170.81,0,2,0,0,0,0,11.539719769896239,1.0,0.0,0.5,Medium Risk
15654409,665,0,0,34,5,67816.72,1,1,1,29641.58,0,0,0,0,0,0,11.124578796712868,0.0,0.0,0.0,Low Risk
15568025,758,0,1,51,8,81710.46,1,1,1,116520.07,0,0,0,0,0,0,11.310949540289124,0.0,0.0,0.0,Low Risk
15715769,621,0,1,26,2,75237.54,1,0,1,44220.4,0,0,0,0,0,0,11.22841887865466,0.0,0.0,0.0,Low Risk
15667458,764,1,1,28,10,124023.18,1,1,0,166188.28,0,0,0,0,0,0,11.728231825577145,0.0,0.0,0.0,Low Risk
15567980,537,1,0,46,5,100727.5,1,0,1,140857.76,1,0,1,0,0,1,11.520184057532294,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15679294,589,0,0,46,10,107238.85,2,1,0,37024.28,0,2,0,0,0,0,11.5828231936171,1.0,0.0,0.5,Medium Risk
15606507,555,0,1,24,5,0.0,2,1,0,27513.47,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15578825,734,0,0,29,0,139994.66,1,1,0,17744.72,0,0,0,1,0,1,11.849366701110931,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15619935,783,2,0,59,9,126224.87,1,1,1,4423.63,0,0,0,0,0,0,11.745828200157314,0.0,0.0,0.0,Low Risk
15636089,678,1,0,51,1,145751.03,1,0,0,109718.44,1,0,0,1,0,1,11.889662032074579,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15727490,661,0,1,47,5,0.0,1,0,1,107243.31,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15591766,607,2,0,25,4,121166.89,1,0,1,115288.24,0,0,0,0,0,0,11.704932383522742,0.0,0.0,0.0,Low Risk
15641629,537,2,0,38,1,0.0,2,0,1,41233.97,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15726403,660,1,1,41,1,129901.21,1,1,0,26025.6,1,0,0,1,0,1,11.77453721560096,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15592765,637,0,1,40,8,125470.81,1,1,1,174536.17,0,0,0,0,0,0,11.73983639080884,0.0,0.0,0.0,Low Risk
15704442,672,0,0,53,9,169406.33,4,1,1,147311.47,1,2,0,0,0,0,12.040061330629953,1.0,0.0,0.5,Medium Risk
15641136,629,0,1,32,2,0.0,2,0,1,77965.44,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15725818,583,1,1,40,4,107041.3,1,1,1,5635.63,0,0,0,0,0,0,11.580979362425676,0.0,0.0,0.0,Low Risk
15612071,763,2,0,32,10,95153.77,1,0,1,81310.1,0,0,0,0,0,0,11.463260002839279,0.0,0.0,0.0,Low Risk
15719809,516,1,1,32,3,145166.09,2,0,0,111421.45,0,2,1,0,0,1,11.885640702790623,1.0,0.3333333333333333,0.6666666666666666,High Risk
15716518,617,0,0,27,4,0.0,2,0,0,190269.21,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15742210,700,0,1,38,9,65962.63,1,1,1,100950.48,0,0,0,0,0,0,11.096858808512803,0.0,0.0,0.0,Low Risk
15630617,727,1,1,36,6,140418.81,1,1,1,113033.73,1,0,0,0,0,0,11.852391857486719,0.0,0.0,0.0,Low Risk
15720838,689,2,0,31,3,139799.63,1,0,1,120663.57,0,0,0,0,0,0,11.84797261520946,0.0,0.0,0.0,Low Risk
15595537,626,1,1,49,9,171787.84,2,1,0,187192.23,0,2,0,0,0,0,12.054021327167401,1.0,0.0,0.5,Medium Risk
15623196,686,0,1,38,6,149238.97,1,1,1,97825.23,0,0,0,0,0,0,11.91331082631658,0.0,0.0,0.0,Low Risk
15693199,739,0,0,37,8,0.0,2,1,0,191557.1,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15661219,627,0,1,32,10,0.0,2,1,0,103287.62,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15617136,451,1,0,38,9,61482.47,1,1,1,167538.66,0,0,1,0,0,1,11.026523637178855,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15760294,512,0,0,41,8,145150.28,1,1,0,64869.32,1,0,1,0,0,1,11.885531787877552,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15652808,774,0,0,41,5,126670.37,1,1,0,102426.06,0,0,0,0,0,0,11.749351373924046,0.0,0.0,0.0,Low Risk
15657139,652,0,0,40,8,84390.8,2,0,1,107876.2,0,2,0,0,0,0,11.343225519465955,1.0,0.0,0.5,Medium Risk
15803790,638,1,1,37,2,89728.86,2,1,1,37294.88,0,2,0,0,0,0,11.404558880054623,1.0,0.0,0.5,Medium Risk
15764105,475,0,0,57,1,0.0,2,1,0,89248.99,0,1,1,1,1,3,0.0,0.5,1.0,0.75,High Risk
15672610,567,2,1,40,4,118628.8,1,0,0,91973.63,0,0,0,0,0,0,11.68376299873954,0.0,0.0,0.0,Low Risk
15766896,750,0,1,37,3,0.0,2,1,0,16870.2,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15587735,850,0,1,39,6,96863.13,1,1,1,121681.19,0,0,0,0,0,0,11.481064553908421,0.0,0.0,0.0,Low Risk
15659501,753,0,0,38,6,142263.45,1,0,1,33730.43,0,0,0,0,0,0,11.865442928551824,0.0,0.0,0.0,Low Risk
15745001,683,2,0,36,7,0.0,2,1,0,104786.59,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15651140,710,0,0,32,3,0.0,1,1,0,94790.34,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15571148,645,2,0,21,1,0.0,2,0,0,28726.07,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15776824,714,0,1,28,6,122724.37,1,1,1,67057.27,0,0,0,0,0,0,11.717704373792355,0.0,0.0,0.0,Low Risk
15633141,696,1,0,35,4,174902.26,1,1,0,69079.85,0,0,0,0,0,0,12.071988300055398,0.0,0.0,0.0,Low Risk
15764174,612,2,0,26,4,0.0,2,1,1,179780.74,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15778155,520,1,0,31,3,108914.17,1,1,1,183572.39,1,0,1,0,0,1,11.598324601331443,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15715920,782,2,1,23,10,98052.66,1,1,1,142587.32,0,0,0,0,0,0,11.493270158821755,0.0,0.0,0.0,Low Risk
15671917,666,0,1,46,5,123873.19,1,1,1,177844.06,0,0,0,0,0,0,11.727021732761264,0.0,0.0,0.0,Low Risk
15666548,466,1,0,56,2,111920.13,3,1,0,197634.11,1,2,1,1,0,2,11.625549705785891,1.0,0.6666666666666666,0.8333333333333333,High Risk
15625623,567,0,0,45,4,0.0,2,0,1,121053.19,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15748123,613,0,1,20,3,0.0,2,1,1,149613.77,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15648735,718,0,1,37,8,0.0,2,1,1,142.81,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15634974,614,0,0,37,8,75150.34,4,0,1,131766.67,1,2,0,0,0,0,11.227259226026808,1.0,0.0,0.5,Medium Risk
15713378,711,0,1,38,10,0.0,2,0,0,53311.78,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15753370,691,1,0,38,5,114753.76,1,1,0,107665.02,0,0,0,0,0,0,11.65055260854394,0.0,0.0,0.0,Low Risk
15782659,527,0,1,32,0,0.0,1,1,0,109523.88,0,1,1,1,1,3,0.0,0.5,1.0,0.75,High Risk
15583364,476,0,0,32,6,111871.93,1,0,0,112132.86,0,0,1,0,0,1,11.62511895261268,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15625942,619,2,0,45,0,0.0,2,0,0,113645.4,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15720284,607,1,0,37,4,135927.06,1,0,0,180890.4,0,0,0,0,0,0,11.819881054175655,0.0,0.0,0.0,Low Risk
15679642,695,2,1,44,8,0.0,2,1,1,70974.13,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15628007,653,0,1,33,1,0.0,2,0,0,53379.52,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15661974,677,0,1,46,2,57037.74,1,1,1,158531.01,0,0,0,0,0,0,10.951485965082624,0.0,0.0,0.0,Low Risk
15689341,655,0,0,50,10,0.0,4,1,0,179267.94,1,2,0,0,1,1,0.0,1.0,0.3333333333333333,0.6666666666666666,High Risk
15607993,625,0,0,52,2,79468.96,1,1,1,84606.03,0,0,0,0,0,0,11.283134367599507,0.0,0.0,0.0,Low Risk
15693267,679,1,0,34,7,121063.85,1,1,0,56984.58,0,0,0,0,0,0,11.704081631421975,0.0,0.0,0.0,Low Risk
15769522,734,0,1,51,1,118537.47,1,1,1,116912.45,0,0,0,0,0,0,11.682992828222933,0.0,0.0,0.0,Low Risk
15755825,666,0,1,39,10,0.0,2,1,0,102999.33,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15598175,592,1,0,26,4,105082.07,2,1,0,132801.57,0,2,0,0,0,0,11.562506459208256,1.0,0.0,0.5,Medium Risk
15744327,564,0,1,40,4,0.0,1,1,0,85455.62,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15798666,814,0,0,36,6,0.0,2,1,1,98657.01,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15577064,592,1,1,36,2,104702.65,2,1,0,107948.72,0,2,0,1,0,1,11.558889257760054,1.0,0.3333333333333333,0.6666666666666666,High Risk
15759436,758,0,0,50,2,95813.76,3,1,1,67944.09,1,2,0,0,0,0,11.470172023072449,1.0,0.0,0.5,Medium Risk
15690231,612,2,0,62,0,167026.61,2,1,1,192892.05,0,2,0,0,0,0,12.02591440707482,1.0,0.0,0.5,Medium Risk
15751561,498,1,1,61,7,102453.26,1,1,0,187247.56,1,0,1,0,0,1,11.53717173406172,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15739068,638,1,1,25,4,148045.45,2,1,1,114722.42,0,2,0,0,0,0,11.905281354856571,1.0,0.0,0.5,Medium Risk
15758056,558,0,1,35,1,0.0,2,0,0,111687.57,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15742269,756,0,0,24,1,0.0,2,1,0,184182.25,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15726490,782,2,1,52,4,0.0,1,1,1,52759.82,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15738411,505,0,1,34,10,104498.79,1,0,1,126451.14,0,0,1,0,0,1,11.556940340815606,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15727919,671,2,0,29,6,0.0,2,0,0,12048.67,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15709396,801,0,1,42,6,0.0,2,1,1,95804.33,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15654106,604,0,1,26,8,149542.52,2,0,1,197911.52,0,2,0,0,0,0,11.915342733129354,1.0,0.0,0.5,Medium Risk
15621653,716,0,0,29,10,87946.39,1,1,1,182531.74,0,0,0,0,0,0,11.38449407377312,0.0,0.0,0.0,Low Risk
15598086,624,0,0,45,3,68639.57,1,1,0,168002.31,1,0,0,0,0,0,11.13663903832317,0.0,0.0,0.0,Low Risk
15752300,607,1,1,47,4,148826.32,1,1,1,79450.61,0,0,0,0,0,0,11.910541986678854,0.0,0.0,0.0,Low Risk
15658693,827,0,0,60,2,0.0,2,0,1,60615.83,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15631838,606,0,1,61,5,108166.09,2,0,1,8643.21,0,2,0,0,0,0,11.591432440163919,1.0,0.0,0.5,Medium Risk
15803804,717,1,0,35,5,103214.71,1,1,0,172172.7,0,0,0,0,0,0,11.54457634912616,0.0,0.0,0.0,Low Risk
15578809,651,1,1,40,1,134760.21,2,0,0,174434.06,1,2,0,1,0,1,11.811259676405676,1.0,0.3333333333333333,0.6666666666666666,High Risk
15752026,691,0,1,58,3,0.0,1,0,1,194930.3,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15723706,573,0,0,33,0,90124.64,1,1,0,137476.71,0,0,0,1,0,1,11.408959975810303,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15752838,723,2,1,38,6,0.0,2,1,1,94415.6,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15569571,584,1,0,46,6,87361.02,2,1,0,120376.87,1,2,0,0,0,0,11.37781591342203,1.0,0.0,0.5,Medium Risk
15769703,550,1,0,45,8,111257.59,1,0,0,97623.42,1,0,0,0,0,0,11.619612410530825,0.0,0.0,0.0,Low Risk
15679770,611,0,0,61,3,131583.59,4,0,1,66238.23,1,2,0,0,0,0,11.787405193752496,1.0,0.0,0.5,Medium Risk
15791102,549,1,1,41,9,95020.8,3,1,1,131710.59,1,2,1,0,0,1,11.46186161794183,1.0,0.3333333333333333,0.6666666666666666,High Risk
15655192,850,2,0,24,1,0.0,2,0,1,69052.87,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15709487,668,1,1,34,5,80242.37,2,0,0,56780.97,0,2,0,0,0,0,11.292819420756874,1.0,0.0,0.5,Medium Risk
15687130,686,0,0,43,0,0.0,1,1,1,170072.9,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15755178,660,0,1,50,1,0.0,3,1,1,191849.15,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15634772,682,2,0,59,0,122661.39,1,0,1,84803.76,0,0,0,0,0,0,11.717191063744755,0.0,0.0,0.0,Low Risk
15617197,524,0,1,50,4,0.0,2,1,1,31840.59,1,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15631240,645,0,0,36,8,0.0,2,1,1,12096.61,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15784301,850,0,1,42,0,0.0,2,1,0,44165.84,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15631310,537,0,0,53,3,0.0,1,1,1,91406.62,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15756560,599,2,0,46,7,81742.84,2,1,0,83282.21,0,2,0,0,0,0,11.311345734238461,1.0,0.0,0.5,Medium Risk
15739357,756,2,1,30,2,145127.85,1,0,0,7554.68,0,0,0,1,0,1,11.885377247502745,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15771540,755,0,1,38,9,148912.44,1,1,0,80416.16,0,0,0,0,0,0,11.911120476519491,0.0,0.0,0.0,Low Risk
15567486,634,2,0,41,4,0.0,2,1,1,164549.74,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15714634,837,0,1,26,4,89900.24,2,1,0,175477.03,0,2,0,0,0,0,11.406467013468037,1.0,0.0,0.5,Medium Risk
15727021,727,1,0,30,8,119027.28,2,1,1,137903.54,0,2,0,0,0,0,11.6871163909189,1.0,0.0,0.5,Medium Risk
15650670,567,1,0,40,2,105222.86,2,1,0,93795.86,0,2,0,1,0,1,11.563845359652785,1.0,0.3333333333333333,0.6666666666666666,High Risk
15711834,650,2,0,30,6,0.0,1,0,0,67997.13,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15729763,655,2,1,34,1,116114.93,1,1,1,49492.15,0,0,0,0,0,0,11.662344367575972,0.0,0.0,0.0,Low Risk
15646566,763,0,0,58,9,187911.55,1,0,1,35825.18,0,0,0,0,0,0,12.143731974017342,0.0,0.0,0.0,Low Risk
15645463,843,0,0,27,5,0.0,2,1,1,67494.23,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15672144,667,0,0,38,6,144432.04,1,1,1,73963.17,1,0,0,0,0,0,11.880571288132373,0.0,0.0,0.0,Low Risk
15596088,705,0,0,50,4,77065.9,2,0,1,145159.26,0,2,0,0,0,0,11.252429154789327,1.0,0.0,0.5,Medium Risk
15614878,660,1,0,29,6,180520.29,1,1,1,123850.58,0,0,0,0,0,0,12.103603999938006,0.0,0.0,0.0,Low Risk
15635240,553,0,1,42,1,0.0,2,0,0,23822.04,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15775905,612,1,0,47,6,130024.87,1,1,1,45750.21,1,0,0,0,0,0,11.775488709639847,0.0,0.0,0.0,Low Risk
15700657,641,1,0,40,2,110086.69,1,1,0,159773.14,0,0,0,1,0,1,11.609032509012078,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15611905,513,2,0,31,5,174853.46,1,1,0,84238.63,0,0,1,0,0,1,12.071709249744133,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15652527,680,0,1,44,7,108724.98,1,0,1,72330.46,0,0,0,0,0,0,11.596586050991554,0.0,0.0,0.0,Low Risk
15785865,711,0,1,58,9,91285.13,2,1,1,26767.85,0,2,0,0,0,0,11.4217541382846,1.0,0.0,0.5,Medium Risk
